UBIGEO;PROVINCIA;DISTRITO;N° EVALUADOS;N° NIÑOS CON ANEMIA;AÑO;ZONAS
53;La Mar;Tambo;53;15;2024;Zona Noroeste
53;La Mar;Tambo;53;15;2024;Zona Sureste
53;La Mar;Tambo;53;15;2024;Zona Suroeste
54;La Mar;Union Progreso;17;4;2024;Zona Norte
54;La Mar;Union Progreso;17;4;2024;Zona Sur
54;La Mar;Union Progreso;16;4;2024;Zona Este
54;La Mar;Union Progreso;16;4;2024;Zona Oeste
54;La Mar;Union Progreso;16;4;2024;Zona Centro
54;La Mar;Union Progreso;16;4;2024;Zona Noreste
54;La Mar;Union Progreso;16;4;2024;Zona Noroeste
54;La Mar;Union Progreso;16;3;2024;Zona Sureste
54;La Mar;Union Progreso;16;3;2024;Zona Suroeste
55;Lucanas;Aucara;6;3;2024;Zona Norte
55;Lucanas;Aucara;6;3;2024;Zona Sur
55;Lucanas;Aucara;6;3;2024;Zona Este
55;Lucanas;Aucara;6;3;2024;Zona Oeste
55;Lucanas;Aucara;6;2;2024;Zona Centro
55;Lucanas;Aucara;6;2;2024;Zona Noreste
55;Lucanas;Aucara;6;2;2024;Zona Noroeste
55;Lucanas;Aucara;6;2;2024;Zona Sureste
55;Lucanas;Aucara;6;2;2024;Zona Suroeste
56;Lucanas;Cabana;4;1;2024;Zona Norte
56;Lucanas;Cabana;4;1;2024;Zona Sur
56;Lucanas;Cabana;4;1;2024;Zona Este
56;Lucanas;Cabana;4;1;2024;Zona Oeste
56;Lucanas;Cabana;4;1;2024;Zona Centro
56;Lucanas;Cabana;4;1;2024;Zona Noreste
56;Lucanas;Cabana;4;1;2024;Zona Noroeste
56;Lucanas;Cabana;4;0;2024;Zona Sureste
56;Lucanas;Cabana;4;0;2024;Zona Suroeste
57;Lucanas;Carmen Salcedo;4;2;2024;Zona Norte
57;Lucanas;Carmen Salcedo;4;2;2024;Zona Sur
57;Lucanas;Carmen Salcedo;4;2;2024;Zona Este
57;Lucanas;Carmen Salcedo;4;2;2024;Zona Oeste
57;Lucanas;Carmen Salcedo;3;2;2024;Zona Centro
57;Lucanas;Carmen Salcedo;3;2;2024;Zona Noreste
57;Lucanas;Carmen Salcedo;3;2;2024;Zona Noroeste
57;Lucanas;Carmen Salcedo;3;1;2024;Zona Sureste
57;Lucanas;Carmen Salcedo;3;1;2024;Zona Suroeste
58;Lucanas;Chaviña;7;3;2024;Zona Norte
58;Lucanas;Chaviña;7;3;2024;Zona Sur
58;Lucanas;Chaviña;7;3;2024;Zona Este
58;Lucanas;Chaviña;6;3;2024;Zona Oeste
58;Lucanas;Chaviña;6;3;2024;Zona Centro
58;Lucanas;Chaviña;6;2;2024;Zona Noreste
58;Lucanas;Chaviña;6;2;2024;Zona Noroeste
58;Lucanas;Chaviña;6;2;2024;Zona Sureste
58;Lucanas;Chaviña;6;2;2024;Zona Suroeste
59;Lucanas;Chipao;8;4;2024;Zona Norte
59;Lucanas;Chipao;8;4;2024;Zona Sur
59;Lucanas;Chipao;8;4;2024;Zona Este
59;Lucanas;Chipao;8;4;2024;Zona Oeste
59;Lucanas;Chipao;8;3;2024;Zona Centro
59;Lucanas;Chipao;8;3;2024;Zona Noreste
59;Lucanas;Chipao;7;3;2024;Zona Noroeste
59;Lucanas;Chipao;7;3;2024;Zona Sureste
59;Lucanas;Chipao;7;3;2024;Zona Suroeste
60;Lucanas;Huac-Huas;5;1;2024;Zona Norte
60;Lucanas;Huac-Huas;5;1;2024;Zona Sur
60;Lucanas;Huac-Huas;4;1;2024;Zona Este
60;Lucanas;Huac-Huas;4;1;2024;Zona Oeste
60;Lucanas;Huac-Huas;4;1;2024;Zona Centro
60;Lucanas;Huac-Huas;4;1;2024;Zona Noreste
60;Lucanas;Huac-Huas;4;1;2024;Zona Noroeste
60;Lucanas;Huac-Huas;4;1;2024;Zona Sureste
60;Lucanas;Huac-Huas;4;1;2024;Zona Suroeste
61;Lucanas;Laramate;5;3;2024;Zona Norte
61;Lucanas;Laramate;5;2;2024;Zona Sur
61;Lucanas;Laramate;5;2;2024;Zona Este
61;Lucanas;Laramate;5;2;2024;Zona Oeste
61;Lucanas;Laramate;5;2;2024;Zona Centro
61;Lucanas;Laramate;5;2;2024;Zona Noreste
61;Lucanas;Laramate;5;2;2024;Zona Noroeste
61;Lucanas;Laramate;5;2;2024;Zona Sureste
61;Lucanas;Laramate;4;2;2024;Zona Suroeste
